City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Yulin,CN,22.6333,110.15,59.38,67,97,8.08,overcast clouds
333,Cap-Aux-Meules,CA,47.3821,-61.8597,24.85,93,100,11.5,overcast clouds
334,Poum,NC,-20.2333,164.0167,82.67,74,82,9.64,moderate rain
335,Elesbao Veloso,BR,-6.2019,-42.1403,70.18,99,100,3.98,moderate rain
336,Kholmy,UA,51.871,32.6006,32.14,98,100,11.3,light snow
337,Badou,TG,7.5833,0.6,71.44,26,31,3.38,scattered clouds
338,Kheralu,IN,23.8833,72.6167,66.04,25,0,6.71,clear sky
339,Saint-Paul,RE,-21.0096,55.2707,78.64,63,1,1.03,clear sky
340,Filadelfia,US,39.9523,-75.1638,31.68,91,100,1.99,mist
341,Umba,RU,66.6871,34.3429,11.07,96,99,5.88,overcast clouds
342,Leirvik,NO,59.7798,5.5005,46.81,99,100,11.5,light rain
343,Krasnoselkup,RU,65.7,82.4667,3.6,96,100,10.04,overcast clouds
344,Sayhat,SA,26.4852,50.0405,60.78,50,51,12.12,broken clouds
345,Kiunga,PG,-6.1219,141.2906,83.23,66,96,2.37,overcast clouds
346,Honiara,SB,-9.4333,159.95,84.09,69,100,6.76,overcast clouds
347,Vardo,NO,70.3705,31.1107,32.18,58,100,20.89,light snow
348,Ginda,IN,30.6945,78.4932,52.7,26,0,3.06,clear sky
